date,Housing Inventory: Pending Listing Count Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2017-11-01,-8.0,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2017-12-01,-9.59,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-01-01,-0.24,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-02-01,3.33,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-03-01,-9.33,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-04-01,-12.34,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-05-01,-20.16,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-06-01,-21.15,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-07-01,-23.6,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-08-01,-23.09,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-09-01,-19.85,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-10-01,-13.18,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-11-01,-12.75,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2018-12-01,-14.39,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-01-01,-13.58,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-02-01,-17.58,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-03-01,-2.27,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-04-01,7.71,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-05-01,5.25,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-06-01,0.09,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-07-01,5.67,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-08-01,11.93,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-09-01,9.26,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-10-01,5.34,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-11-01,8.15,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2019-12-01,7.99,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-01-01,0.7,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-02-01,13.39,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-03-01,3.44,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-04-01,-26.5,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-05-01,-20.72,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-06-01,10.95,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-07-01,25.09,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-08-01,22.74,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-09-01,22.86,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-10-01,13.92,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-11-01,6.81,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2020-12-01,4.21,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-01-01,-4.32,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-02-01,-29.78,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-03-01,-27.98,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-04-01,-20.91,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-05-01,9.0,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-06-01,-18.0,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-07-01,-30.19,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-08-01,-26.27,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-09-01,-25.88,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-10-01,-12.13,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2021-11-01,-5.0,NV,"Reno, NV",Reno,"Housing Inventory: Pending Listing Count Year-Over-Year in Reno, NV (CBSA)",PENLISCOUYY39900,Monthly,Not Seasonally Adjusted
2017-07-01,44.12,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-08-01,26.67,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-09-01,-27.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-10-01,-29.41,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-11-01,-9.09,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-12-01,28.57,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-01-01,95.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-02-01,28.57,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-03-01,55.56,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-04-01,-23.53,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-05-01,-14.71,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-06-01,20.59,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-07-01,-20.41,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-08-01,-23.68,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-09-01,-24.14,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-10-01,-12.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-11-01,-3.33,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2018-12-01,-30.56,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-01-01,-38.46,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-02-01,-36.11,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-03-01,-45.24,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-04-01,-19.23,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-05-01,-17.24,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-06-01,-31.71,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-07-01,-10.26,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-08-01,17.24,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-09-01,54.55,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-10-01,109.52,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-11-01,48.28,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2019-12-01,68.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-01-01,108.33,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-02-01,147.83,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-03-01,178.26,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-04-01,157.14,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-05-01,208.33,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-06-01,214.29,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-07-01,117.14,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-08-01,88.24,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-09-01,88.24,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-10-01,31.82,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-11-01,-4.65,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2020-12-01,-14.29,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-01-01,-14.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-02-01,-22.81,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-03-01,-42.19,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-04-01,-7.41,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-05-01,-20.27,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-06-01,-28.41,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-07-01,-15.79,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-08-01,3.13,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-09-01,12.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-10-01,32.76,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2021-11-01,78.05,KS,"Topeka, KS",Topeka,"Housing Inventory: Pending Listing Count Year-Over-Year in Topeka, KS (CBSA)",PENLISCOUYY45820,Monthly,Not Seasonally Adjusted
2017-07-01,-12.6,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2017-08-01,-99.86,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2017-09-01,-99.9,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2017-10-01,-99.85,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2017-11-01,-99.66,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2017-12-01,-99.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-01-01,-99.79,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-02-01,-99.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-03-01,-99.85,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-04-01,-99.64,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-05-01,-99.69,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-06-01,-4.12,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-07-01,1.95,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-08-01,64933.33,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-09-01,88050.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-10-01,56866.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-11-01,26266.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2018-12-01,28120.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-01-01,45466.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-02-01,42525.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-03-01,67066.67,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-04-01,27862.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-05-01,32757.14,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-06-01,2.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-07-01,3.04,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-08-01,4.41,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-09-01,7.2,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-10-01,2.34,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-11-01,-2.84,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2019-12-01,-8.36,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-01-01,-6.88,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-02-01,-3.4,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-03-01,-10.47,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-04-01,-20.88,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-05-01,-10.65,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-06-01,15.02,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-07-01,16.58,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-08-01,22.78,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
2020-09-01,35.87,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Pending Listing Count Year-Over-Year in Tulsa, OK (CBSA)",PENLISCOUYY46140,Monthly,Not Seasonally Adjusted
