date,All Employees: Goods Producing,state,msa,city,title,id,frequency,seasonal_adjustment
2013-05-01,37.0608978046997,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-06-01,36.909066676853705,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-07-01,36.9373609983181,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-08-01,36.9543943003576,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-09-01,37.064841779673294,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-10-01,37.0306407125997,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-11-01,37.0509806667544,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2013-12-01,36.8721670778706,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-01-01,37.0629054431719,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-02-01,37.2115295449027,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-03-01,37.2799431526036,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-04-01,37.446843716863704,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-05-01,37.4706753153135,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-06-01,37.58532805115421,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-07-01,37.7513724859037,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-08-01,37.6692067160669,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-09-01,37.8464009685427,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-10-01,38.0412822159524,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-11-01,38.1673957958682,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2014-12-01,38.090530298902,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-01-01,38.1831270097558,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-02-01,38.190935800526,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-03-01,38.051248200353996,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-04-01,38.347654985734,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-05-01,38.48293449879979,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-06-01,38.5609540590371,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-07-01,38.449693295313104,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-08-01,38.6726803701057,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-09-01,38.7446707345944,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-10-01,38.6409213563361,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-11-01,38.67692613056639,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2015-12-01,38.8136312511671,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-01-01,38.8063160343426,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-02-01,38.384748884731,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-03-01,38.6336007065648,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-04-01,38.2450936375748,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-05-01,38.2660897227524,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-06-01,38.2330847373471,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-07-01,38.3571129705671,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-08-01,38.4658057692501,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-09-01,38.359170786994,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-10-01,38.4559577805319,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-11-01,38.3914479201868,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2016-12-01,38.4209503647635,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-01-01,38.420104443647396,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-02-01,38.6881821104684,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-03-01,38.5156486936126,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-04-01,38.9315753418777,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-05-01,39.0477099781149,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-06-01,39.2056071598948,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-07-01,39.1546861859854,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-08-01,39.2693272670312,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-09-01,39.391359739348395,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-10-01,39.271357322344606,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-11-01,39.3139469505213,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2017-12-01,39.3235561326594,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-01-01,39.217836282884704,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-02-01,39.2929061323384,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-03-01,39.297232481962105,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-04-01,39.3087939090662,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-05-01,39.42235134711321,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-06-01,39.5909685560061,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-07-01,39.660347318429,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-08-01,39.679948264279105,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-09-01,39.6194599191808,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-10-01,39.7943469959822,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-11-01,39.8272309907131,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2018-12-01,39.91751812916421,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-01-01,40.2075192503229,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-02-01,40.1965317602509,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-03-01,40.2847979346395,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-04-01,40.4835775109283,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-05-01,40.3099879017346,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-06-01,40.086704168348206,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-07-01,40.0572562151867,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-08-01,39.996514108952496,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-09-01,39.9484517917977,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-10-01,40.0050007739791,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-11-01,40.1371746473994,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2019-12-01,40.0146407989809,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-01-01,39.884105605855495,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-02-01,40.1037676017328,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-03-01,39.7762703611018,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-04-01,29.662109662702303,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-05-01,33.8006593682055,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-06-01,36.4942085955796,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-07-01,36.1612402788559,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-08-01,36.2070410517726,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-09-01,36.4642158930551,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-10-01,36.4162986028346,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-11-01,36.336830886958204,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2020-12-01,36.504858723119895,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-01-01,36.5668135007421,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-02-01,36.508120069780105,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-03-01,36.6748934300322,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-04-01,36.65000558445,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-05-01,36.6034464528037,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-06-01,36.7043211481033,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-07-01,37.0614936280779,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-08-01,36.912279171687004,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-09-01,36.669103258000796,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
2021-10-01,36.916786583654996,PA,"Reading, PA",Reading,"All Employees: Goods Producing in Reading, PA (MSA)",SMU42397400600000001SA,Monthly,Seasonally Adjusted
1990-01-01,17.7537192841188,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-02-01,17.1976138262112,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-03-01,17.2061071169374,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-04-01,16.9118669301233,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-05-01,16.928422218205398,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-06-01,16.9984786261483,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-07-01,16.8485634627821,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-08-01,16.936381036686498,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-09-01,17.0942188560592,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-10-01,17.1124368502181,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-11-01,17.086448708245097,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1990-12-01,17.2109931287073,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-01-01,17.098925033750803,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-02-01,17.1007352229344,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-03-01,16.7921659612608,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-04-01,16.6920709888906,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-05-01,16.7272818243373,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-06-01,16.505882501905802,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-07-01,16.4599910645855,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-08-01,16.559345106585,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-09-01,16.8112377743873,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-10-01,16.3485267842592,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-11-01,16.4123316950178,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1991-12-01,16.3996471778142,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-01-01,16.3340698511842,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-02-01,16.5531022356788,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-03-01,16.5926028266697,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-04-01,16.7746697339006,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-05-01,16.8298787308002,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-06-01,17.102805307653803,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-07-01,17.3097420683588,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-08-01,17.3237436013301,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-09-01,17.4040388111908,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-10-01,17.6160514056092,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-11-01,17.6112279328665,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1992-12-01,17.503195915685698,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-01-01,16.9485222941606,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-02-01,17.706112500689798,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-03-01,18.186723098640602,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-04-01,18.2856511125589,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-05-01,18.342663390175897,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-06-01,18.370686527946397,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-07-01,18.647741134015398,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-08-01,18.7619381200449,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-09-01,18.962152130911104,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-10-01,19.2604388994433,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-11-01,19.8007723539415,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1993-12-01,20.126009619995898,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-01-01,20.5454420220123,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-02-01,20.6434570492296,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-03-01,20.9279063988749,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-04-01,21.7388586428724,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-05-01,21.954165699411302,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-06-01,22.1042707088677,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-07-01,21.9300307892524,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-08-01,21.9252291458324,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-09-01,22.056145205641,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-10-01,22.177402224158897,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-11-01,21.8813410626722,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1994-12-01,22.1101147862531,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-01-01,22.179370338334497,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-02-01,22.4953608140183,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-03-01,22.509064902498498,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-04-01,22.3879754193375,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-05-01,22.6021672148253,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
1995-06-01,22.6981390426901,NV,"Reno, NV",Reno,"All Employees: Goods Producing in Reno, NV (MSA)",SMU32399000600000001SA,Monthly,Seasonally Adjusted
